id_ticket,fecha,turno,id_plato,cantidad,nombre_plato,categoria
T-15293,2025-01-26,Cena,P-01,3,Hamburguesa Smart,Principal
T-13857,2024-12-14,Comida,P-01,2,Hamburguesa Smart,Principal
T-10892,2025-03-03,Cena,P-01,3,Hamburguesa Smart,Principal
T-11109,2025-10-08,Cena,P-20,1,Paella de Marisco,Principal
T-13910,2024-08-30,Comida,P-24,2,Nuggets de Pollo,Principal
T-13853,2025-10-08,Cena,P-06,3,Vino Tinto Copa,Bebida
T-15735,2025-08-30,Comida,P-07,1,Pizza Margarita,Principal
T-15553,2025-11-10,Comida,P-24,2,Nuggets de Pollo,Principal
T-13460,2024-11-15,Cena,P-06,2,Vino Tinto Copa,Bebida
T-15160,2025-02-17,Cena,P-24,1,Nuggets de Pollo,Principal
T-14012,2025-12-05,Cena,P-20,4,Paella de Marisco,Principal
T-10571,2024-11-17,Comida,P-05,2,Refresco Cola,Bebida
T-17068,2025-12-16,Comida,P-05,4,Refresco Cola,Bebida
T-10769,2025-12-04,Cena,P-08,4,Croquetas de Jamon,Entrante
T-12968,2024-03-13,Cena,P-13,4,Bacalao al Horno,Principal
T-12536,2024-12-31,Cena,P-07,4,Pizza Margarita,Principal
T-10691,2025-12-13,Comida,P-14,2,Tortilla de Patatas,Entrante
T-13851,2024-08-17,Cena,P-19,2,Entrecot Ternera,Principal
T-16669,2025-07-17,Cena,P-25,3,Canelones de Carne,Principal
T-13607,2025-06-14,Cena,P-20,1,Paella de Marisco,Principal
T-17808,2025-09-13,Cena,P-24,3,Nuggets de Pollo,Principal
T-15200,2025-11-15,Comida,P-04,1,Tarta de Queso Casera,Postre
T-11002,2024-02-28,Cena,P-01,3,Hamburguesa Smart,Principal
T-10392,2024-04-23,Cena,P-23,1,Tiramisu de la Casa,Postre
T-13050,2024-09-28,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-17168,2025-08-25,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-15761,2025-10-14,Cena,P-12,1,Risotto de Setas,Principal
T-11949,2025-01-21,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-13131,2025-02-18,Cena,P-05,3,Refresco Cola,Bebida
T-17991,2024-11-01,Comida,P-10,2,Solomillo Iberico,Principal
T-13689,2025-04-25,Cena,P-17,3,Brownie con Helado,Postre
T-14694,2025-04-17,Cena,P-07,2,Pizza Margarita,Principal
T-16095,2024-12-12,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-14280,2025-04-30,Comida,P-10,2,Solomillo Iberico,Principal
T-17644,2025-09-13,Cena,P-13,4,Bacalao al Horno,Principal
T-11157,2024-01-06,Cena,P-04,1,Tarta de Queso Casera,Postre
T-12378,2025-12-03,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-14553,2024-01-23,Comida,P-19,3,Entrecot Ternera,Principal
T-13299,2025-02-07,Cena,P-10,4,Solomillo Iberico,Principal
T-11798,2024-06-25,Comida,P-05,3,Refresco Cola,Bebida
T-14050,2025-01-19,Cena,P-24,4,Nuggets de Pollo,Principal
T-15663,2025-08-20,Cena,P-16,2,Agua Mineral,Bebida
T-14011,2024-02-27,Cena,P-21,1,Cafe Solo,Bebida
T-11569,2024-01-27,Cena,P-08,2,Croquetas de Jamon,Entrante
T-12100,2024-10-02,Cena,P-14,4,Tortilla de Patatas,Entrante
T-10456,2024-02-23,Cena,P-14,1,Tortilla de Patatas,Entrante
T-15025,2024-04-25,Cena,P-12,4,Risotto de Setas,Principal
T-15848,2025-11-19,Cena,P-13,3,Bacalao al Horno,Principal
T-11197,2024-01-02,Cena,P-19,3,Entrecot Ternera,Principal
T-11489,2024-06-01,Comida,P-17,4,Brownie con Helado,Postre
T-14179,2024-02-13,Cena,P-10,1,Solomillo Iberico,Principal
T-15187,2025-04-16,Cena,P-03,4,Pasta Carbonara IA,Principal
T-10969,2024-06-10,Comida,P-19,3,Entrecot Ternera,Principal
T-16343,2025-05-24,Cena,P-17,2,Brownie con Helado,Postre
T-13625,2024-11-29,Comida,P-07,1,Pizza Margarita,Principal
T-10899,2025-05-18,Cena,P-22,3,Te Verde,Bebida
T-15021,2025-11-07,Cena,P-15,4,Cerveza Artesana,Bebida
T-13495,2024-12-29,Comida,P-15,1,Cerveza Artesana,Bebida
T-12870,2025-11-05,Cena,P-19,1,Entrecot Ternera,Principal
T-15907,2025-12-14,Cena,P-21,4,Cafe Solo,Bebida
T-12373,2024-05-20,Comida,P-21,2,Cafe Solo,Bebida
T-15270,2024-10-25,Comida,P-09,4,Gazpacho Andaluz,Entrante
T-13107,2025-01-04,Comida,P-15,2,Cerveza Artesana,Bebida
T-16645,2024-07-13,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-12233,2025-12-04,Comida,P-05,2,Refresco Cola,Bebida
T-16042,2024-12-21,Cena,P-15,2,Cerveza Artesana,Bebida
T-10220,2024-06-02,Cena,P-17,1,Brownie con Helado,Postre
T-13722,2024-10-01,Cena,P-04,2,Tarta de Queso Casera,Postre
T-11312,2024-08-12,Cena,P-19,4,Entrecot Ternera,Principal
T-13678,2025-08-08,Cena,P-17,3,Brownie con Helado,Postre
T-17077,2025-03-11,Cena,P-20,4,Paella de Marisco,Principal
T-12753,2024-06-18,Cena,P-19,3,Entrecot Ternera,Principal
T-11121,2025-06-06,Comida,P-23,2,Tiramisu de la Casa,Postre
T-15584,2024-07-30,Comida,P-12,3,Risotto de Setas,Principal
T-13477,2024-07-08,Cena,P-13,4,Bacalao al Horno,Principal
T-11682,2024-03-24,Cena,P-23,3,Tiramisu de la Casa,Postre
T-11054,2025-12-27,Comida,P-11,3,Salmon a la Plancha,Principal
T-14515,2025-04-25,Comida,P-03,4,Pasta Carbonara IA,Principal
T-17862,2024-01-31,Comida,P-14,3,Tortilla de Patatas,Entrante
T-17024,2024-10-05,Cena,P-21,2,Cafe Solo,Bebida
T-17917,2024-11-24,Comida,P-01,4,Hamburguesa Smart,Principal
T-10233,2025-05-21,Comida,P-20,2,Paella de Marisco,Principal
T-13830,2025-05-11,Cena,P-17,2,Brownie con Helado,Postre
T-17230,2024-05-28,Cena,P-24,1,Nuggets de Pollo,Principal
T-16859,2024-06-10,Comida,P-21,2,Cafe Solo,Bebida
T-14623,2024-01-21,Comida,P-15,4,Cerveza Artesana,Bebida
T-11607,2024-05-15,Cena,P-06,2,Vino Tinto Copa,Bebida
T-14837,2025-03-13,Comida,P-24,1,Nuggets de Pollo,Principal
T-14776,2024-06-30,Comida,P-24,4,Nuggets de Pollo,Principal
T-17010,2024-03-05,Comida,P-01,1,Hamburguesa Smart,Principal
T-11533,2024-06-13,Cena,P-05,4,Refresco Cola,Bebida
T-16164,2025-01-17,Cena,P-11,2,Salmon a la Plancha,Principal
T-12739,2024-08-06,Cena,P-14,1,Tortilla de Patatas,Entrante
T-17336,2024-07-06,Cena,P-22,1,Te Verde,Bebida
T-13106,2024-02-16,Cena,P-02,4,Ensalada Cesar,Entrante
T-14780,2025-10-14,Comida,P-21,1,Cafe Solo,Bebida
T-10815,2024-07-05,Cena,P-12,1,Risotto de Setas,Principal
T-10249,2025-04-09,Cena,P-07,1,Pizza Margarita,Principal
T-17827,2025-07-01,Cena,P-14,2,Tortilla de Patatas,Entrante
T-10154,2024-11-14,Cena,P-13,3,Bacalao al Horno,Principal
T-11020,2025-03-08,Cena,P-22,4,Te Verde,Bebida
T-13207,2024-02-26,Cena,P-25,4,Canelones de Carne,Principal
T-11794,2024-05-02,Cena,P-07,3,Pizza Margarita,Principal
T-16350,2024-06-26,Comida,P-06,1,Vino Tinto Copa,Bebida
T-15165,2025-04-18,Comida,P-16,3,Agua Mineral,Bebida
T-11815,2025-07-21,Comida,P-22,1,Te Verde,Bebida
T-16512,2025-01-25,Cena,P-22,4,Te Verde,Bebida
T-12874,2025-05-09,Cena,P-24,2,Nuggets de Pollo,Principal
T-11406,2025-11-07,Comida,P-13,3,Bacalao al Horno,Principal
T-14043,2024-03-23,Cena,P-21,3,Cafe Solo,Bebida
T-14159,2024-08-19,Comida,P-12,1,Risotto de Setas,Principal
T-16735,2025-02-25,Comida,P-18,4,Ensaladilla Rusa,Entrante
T-11708,2025-06-18,Comida,P-16,3,Agua Mineral,Bebida
T-14848,2025-12-25,Comida,P-20,4,Paella de Marisco,Principal
T-12592,2025-05-18,Comida,P-05,2,Refresco Cola,Bebida
T-16110,2025-09-06,Comida,P-15,3,Cerveza Artesana,Bebida
T-14224,2025-02-13,Cena,P-13,4,Bacalao al Horno,Principal
T-10047,2024-10-09,Comida,P-22,1,Te Verde,Bebida
T-17815,2024-01-19,Comida,P-07,1,Pizza Margarita,Principal
T-14570,2024-08-17,Comida,P-24,1,Nuggets de Pollo,Principal
T-10747,2024-04-22,Cena,P-05,4,Refresco Cola,Bebida
T-11011,2024-07-26,Cena,P-10,4,Solomillo Iberico,Principal
T-16783,2025-11-01,Cena,P-25,1,Canelones de Carne,Principal
T-17583,2024-06-22,Cena,P-11,3,Salmon a la Plancha,Principal
T-11166,2024-08-05,Cena,P-14,1,Tortilla de Patatas,Entrante
T-17341,2024-07-05,Comida,P-19,4,Entrecot Ternera,Principal
T-11366,2025-10-04,Cena,P-23,1,Tiramisu de la Casa,Postre
T-14090,2024-02-17,Comida,P-07,1,Pizza Margarita,Principal
T-11302,2025-03-19,Comida,P-15,4,Cerveza Artesana,Bebida
T-16540,2024-11-18,Cena,P-22,1,Te Verde,Bebida
T-12150,2024-06-01,Comida,P-21,2,Cafe Solo,Bebida
T-17786,2024-01-09,Cena,P-14,4,Tortilla de Patatas,Entrante
T-15471,2025-07-18,Cena,P-08,4,Croquetas de Jamon,Entrante
T-11185,2024-08-16,Cena,P-06,4,Vino Tinto Copa,Bebida
T-17969,2024-08-18,Cena,P-20,2,Paella de Marisco,Principal
T-12725,2024-10-12,Cena,P-04,4,Tarta de Queso Casera,Postre
T-16365,2024-06-11,Comida,P-14,2,Tortilla de Patatas,Entrante
T-11978,2025-10-26,Cena,P-04,2,Tarta de Queso Casera,Postre
T-15027,2024-12-15,Comida,P-12,2,Risotto de Setas,Principal
T-13974,2025-07-25,Comida,P-25,4,Canelones de Carne,Principal
T-16117,2024-08-05,Cena,P-22,3,Te Verde,Bebida
T-15334,2025-04-10,Comida,P-23,4,Tiramisu de la Casa,Postre
T-11570,2025-06-16,Comida,P-15,2,Cerveza Artesana,Bebida
T-12934,2024-08-17,Comida,P-18,2,Ensaladilla Rusa,Entrante
T-16690,2024-03-28,Comida,P-05,3,Refresco Cola,Bebida
T-12282,2025-03-26,Cena,P-16,1,Agua Mineral,Bebida
T-15514,2024-05-31,Cena,P-05,3,Refresco Cola,Bebida
T-10129,2025-01-14,Cena,P-09,4,Gazpacho Andaluz,Entrante
T-11671,2025-01-05,Cena,P-15,1,Cerveza Artesana,Bebida
T-14560,2024-02-17,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-11190,2024-02-15,Cena,P-14,2,Tortilla de Patatas,Entrante
T-17931,2024-02-20,Cena,P-23,3,Tiramisu de la Casa,Postre
T-16510,2024-04-30,Cena,P-07,3,Pizza Margarita,Principal
T-11713,2025-07-25,Cena,P-03,4,Pasta Carbonara IA,Principal
T-10757,2024-02-17,Cena,P-05,3,Refresco Cola,Bebida
T-11878,2025-04-24,Comida,P-07,1,Pizza Margarita,Principal
T-15935,2024-10-17,Comida,P-08,4,Croquetas de Jamon,Entrante
T-13895,2024-07-03,Comida,P-20,3,Paella de Marisco,Principal
T-10345,2024-10-31,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-15082,2024-10-30,Comida,P-10,2,Solomillo Iberico,Principal
T-11223,2024-06-15,Cena,P-01,2,Hamburguesa Smart,Principal
T-17444,2025-02-11,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-17921,2025-07-05,Comida,P-10,2,Solomillo Iberico,Principal
T-12838,2025-10-10,Cena,P-14,4,Tortilla de Patatas,Entrante
T-10475,2025-05-19,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-17578,2025-06-01,Cena,P-04,4,Tarta de Queso Casera,Postre
T-16221,2025-05-10,Cena,P-15,3,Cerveza Artesana,Bebida
T-10155,2025-12-24,Cena,P-05,3,Refresco Cola,Bebida
T-13462,2025-12-02,Cena,P-05,1,Refresco Cola,Bebida
T-17486,2024-03-25,Comida,P-23,3,Tiramisu de la Casa,Postre
T-13024,2025-05-06,Cena,P-15,4,Cerveza Artesana,Bebida
T-17611,2025-09-11,Cena,P-20,2,Paella de Marisco,Principal
T-16221,2025-09-25,Comida,P-13,2,Bacalao al Horno,Principal
T-16190,2024-01-27,Cena,P-11,1,Salmon a la Plancha,Principal
T-12425,2024-07-18,Comida,P-21,3,Cafe Solo,Bebida
T-12666,2025-09-09,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-13265,2025-11-27,Cena,P-06,2,Vino Tinto Copa,Bebida
T-10147,2025-05-08,Comida,P-22,2,Te Verde,Bebida
T-12109,2024-01-16,Cena,P-20,1,Paella de Marisco,Principal
T-13287,2024-08-27,Comida,P-12,2,Risotto de Setas,Principal
T-17721,2024-10-27,Cena,P-23,4,Tiramisu de la Casa,Postre
T-13096,2025-05-03,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-16398,2024-12-27,Cena,P-04,4,Tarta de Queso Casera,Postre
T-17210,2024-01-29,Comida,P-16,4,Agua Mineral,Bebida
T-13960,2024-08-08,Comida,P-16,3,Agua Mineral,Bebida
T-10617,2024-08-31,Comida,P-23,1,Tiramisu de la Casa,Postre
T-17580,2024-11-05,Comida,P-05,2,Refresco Cola,Bebida
T-17149,2025-05-05,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-13611,2024-06-20,Comida,P-03,1,Pasta Carbonara IA,Principal
T-11857,2024-01-18,Cena,P-12,4,Risotto de Setas,Principal
T-11637,2024-09-04,Cena,P-21,1,Cafe Solo,Bebida
T-13813,2025-07-13,Cena,P-13,4,Bacalao al Horno,Principal
T-17201,2025-06-27,Comida,P-15,3,Cerveza Artesana,Bebida
T-11092,2025-08-09,Comida,P-20,3,Paella de Marisco,Principal
T-14314,2024-09-12,Comida,P-16,4,Agua Mineral,Bebida
T-10221,2025-05-24,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-14790,2024-10-03,Cena,P-22,1,Te Verde,Bebida
T-13038,2025-10-16,Cena,P-19,2,Entrecot Ternera,Principal
T-10978,2024-10-02,Cena,P-20,4,Paella de Marisco,Principal
T-13096,2025-01-20,Cena,P-17,2,Brownie con Helado,Postre
T-14290,2025-09-13,Comida,P-07,2,Pizza Margarita,Principal
T-12270,2024-10-21,Cena,P-19,4,Entrecot Ternera,Principal
T-14986,2025-09-04,Cena,P-22,3,Te Verde,Bebida
T-13881,2024-12-18,Comida,P-15,4,Cerveza Artesana,Bebida
T-14644,2025-09-01,Comida,P-17,1,Brownie con Helado,Postre
T-16787,2024-03-12,Cena,P-01,2,Hamburguesa Smart,Principal
T-15997,2024-09-05,Cena,P-08,2,Croquetas de Jamon,Entrante
T-17693,2025-08-01,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-16287,2024-11-08,Comida,P-05,2,Refresco Cola,Bebida
T-11580,2025-05-12,Cena,P-05,4,Refresco Cola,Bebida
T-15178,2024-01-10,Cena,P-14,1,Tortilla de Patatas,Entrante
T-15180,2024-07-30,Cena,P-14,3,Tortilla de Patatas,Entrante
T-11803,2024-08-07,Comida,P-25,1,Canelones de Carne,Principal
T-15744,2025-09-30,Comida,P-13,3,Bacalao al Horno,Principal
T-11810,2024-08-27,Cena,P-14,3,Tortilla de Patatas,Entrante
T-17588,2025-07-22,Comida,P-08,2,Croquetas de Jamon,Entrante
T-16959,2025-11-02,Cena,P-07,4,Pizza Margarita,Principal
T-12333,2024-01-19,Cena,P-18,2,Ensaladilla Rusa,Entrante
T-13782,2024-09-14,Cena,P-21,3,Cafe Solo,Bebida
T-17397,2025-04-15,Comida,P-04,1,Tarta de Queso Casera,Postre
T-10470,2024-06-07,Cena,P-07,3,Pizza Margarita,Principal
T-13063,2025-09-18,Comida,P-05,3,Refresco Cola,Bebida
T-10299,2024-11-13,Cena,P-25,3,Canelones de Carne,Principal
T-14573,2025-07-10,Comida,P-20,4,Paella de Marisco,Principal
T-13090,2025-03-22,Cena,P-06,3,Vino Tinto Copa,Bebida
T-12903,2024-09-19,Cena,P-22,4,Te Verde,Bebida
T-12693,2024-06-07,Cena,P-20,1,Paella de Marisco,Principal
T-15896,2025-04-09,Comida,P-11,3,Salmon a la Plancha,Principal
T-13897,2025-09-04,Cena,P-11,2,Salmon a la Plancha,Principal
T-10260,2024-08-08,Comida,P-24,3,Nuggets de Pollo,Principal
T-14537,2025-05-12,Cena,P-07,1,Pizza Margarita,Principal
T-12560,2024-12-26,Cena,P-19,1,Entrecot Ternera,Principal
T-10114,2024-01-05,Cena,P-23,2,Tiramisu de la Casa,Postre
T-10775,2025-02-13,Comida,P-07,2,Pizza Margarita,Principal
T-12597,2024-06-14,Cena,P-23,1,Tiramisu de la Casa,Postre
T-10693,2024-03-10,Comida,P-14,2,Tortilla de Patatas,Entrante
T-10738,2024-08-03,Cena,P-18,1,Ensaladilla Rusa,Entrante
T-11645,2024-04-16,Cena,P-11,4,Salmon a la Plancha,Principal
T-12100,2025-03-16,Cena,P-03,3,Pasta Carbonara IA,Principal
T-17596,2024-06-29,Cena,P-08,4,Croquetas de Jamon,Entrante
T-17617,2024-03-25,Cena,P-06,1,Vino Tinto Copa,Bebida
T-11353,2024-06-12,Cena,P-18,3,Ensaladilla Rusa,Entrante
T-11014,2024-01-23,Comida,P-16,1,Agua Mineral,Bebida
T-14351,2024-05-17,Comida,P-14,3,Tortilla de Patatas,Entrante
T-13846,2024-04-08,Comida,P-15,1,Cerveza Artesana,Bebida
T-16339,2024-09-18,Comida,P-01,3,Hamburguesa Smart,Principal
T-11847,2024-06-03,Cena,P-08,1,Croquetas de Jamon,Entrante
T-16316,2024-05-11,Cena,P-03,3,Pasta Carbonara IA,Principal
T-14020,2024-08-06,Comida,P-15,1,Cerveza Artesana,Bebida
T-11737,2025-01-31,Comida,P-13,3,Bacalao al Horno,Principal
T-15667,2024-04-12,Cena,P-22,1,Te Verde,Bebida
T-16163,2024-11-13,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-14516,2024-08-30,Cena,P-23,4,Tiramisu de la Casa,Postre
T-15528,2025-07-24,Comida,P-12,2,Risotto de Setas,Principal
T-10687,2025-12-20,Comida,P-20,4,Paella de Marisco,Principal
T-13720,2024-11-02,Comida,P-07,3,Pizza Margarita,Principal
T-10300,2025-10-26,Comida,P-13,2,Bacalao al Horno,Principal
T-16835,2024-05-28,Comida,P-01,1,Hamburguesa Smart,Principal
T-16787,2025-10-19,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-14210,2025-03-19,Comida,P-14,1,Tortilla de Patatas,Entrante
T-16448,2025-02-12,Cena,P-01,3,Hamburguesa Smart,Principal
T-16289,2025-07-04,Comida,P-16,2,Agua Mineral,Bebida
T-10854,2025-01-01,Comida,P-06,2,Vino Tinto Copa,Bebida
T-13372,2025-11-03,Comida,P-19,4,Entrecot Ternera,Principal
T-14249,2025-07-03,Cena,P-10,4,Solomillo Iberico,Principal
T-10067,2024-07-22,Cena,P-12,3,Risotto de Setas,Principal
T-14489,2025-02-11,Comida,P-17,4,Brownie con Helado,Postre
T-13121,2025-01-29,Cena,P-01,4,Hamburguesa Smart,Principal
T-13787,2025-09-05,Comida,P-17,3,Brownie con Helado,Postre
T-15225,2025-11-19,Cena,P-05,4,Refresco Cola,Bebida
T-10734,2025-12-21,Comida,P-20,3,Paella de Marisco,Principal
T-11736,2024-04-30,Comida,P-15,1,Cerveza Artesana,Bebida
T-15283,2025-03-29,Cena,P-07,2,Pizza Margarita,Principal
T-11906,2024-07-08,Cena,P-17,1,Brownie con Helado,Postre
T-13628,2024-09-01,Comida,P-06,2,Vino Tinto Copa,Bebida
T-15039,2025-08-29,Cena,P-15,3,Cerveza Artesana,Bebida
T-11379,2024-05-27,Cena,P-09,1,Gazpacho Andaluz,Entrante
T-17049,2024-12-21,Comida,P-19,1,Entrecot Ternera,Principal
T-10591,2025-01-07,Cena,P-06,2,Vino Tinto Copa,Bebida
T-15172,2024-10-27,Cena,P-24,3,Nuggets de Pollo,Principal
T-11619,2024-11-11,Cena,P-01,4,Hamburguesa Smart,Principal
T-16926,2025-07-06,Cena,P-06,3,Vino Tinto Copa,Bebida
T-10137,2024-05-13,Cena,P-03,1,Pasta Carbonara IA,Principal
T-12152,2025-10-02,Comida,P-01,3,Hamburguesa Smart,Principal
T-17420,2024-03-15,Comida,P-21,1,Cafe Solo,Bebida
T-15454,2025-03-21,Cena,P-02,2,Ensalada Cesar,Entrante
T-13298,2025-04-23,Comida,P-12,1,Risotto de Setas,Principal
T-12237,2024-08-09,Comida,P-23,4,Tiramisu de la Casa,Postre
T-13362,2024-06-17,Cena,P-19,2,Entrecot Ternera,Principal
T-15586,2025-08-07,Cena,P-18,4,Ensaladilla Rusa,Entrante
T-10793,2024-07-27,Cena,P-04,3,Tarta de Queso Casera,Postre
T-14909,2024-04-20,Comida,P-10,4,Solomillo Iberico,Principal
T-15387,2025-04-27,Cena,P-01,1,Hamburguesa Smart,Principal
T-15197,2025-09-14,Comida,P-24,1,Nuggets de Pollo,Principal
T-11444,2025-08-07,Cena,P-19,4,Entrecot Ternera,Principal
T-13191,2024-11-28,Comida,P-01,3,Hamburguesa Smart,Principal
T-15653,2024-11-27,Cena,P-14,4,Tortilla de Patatas,Entrante
T-17938,2025-11-19,Comida,P-11,3,Salmon a la Plancha,Principal
T-17167,2024-10-31,Cena,P-10,1,Solomillo Iberico,Principal
T-11986,2024-01-10,Cena,P-24,2,Nuggets de Pollo,Principal
T-13044,2024-01-17,Comida,P-14,4,Tortilla de Patatas,Entrante
T-16279,2024-08-11,Cena,P-21,2,Cafe Solo,Bebida
T-10989,2025-11-05,Cena,P-13,4,Bacalao al Horno,Principal
T-10762,2024-05-22,Cena,P-24,2,Nuggets de Pollo,Principal
T-11884,2024-09-27,Cena,P-08,3,Croquetas de Jamon,Entrante
T-13241,2024-05-28,Cena,P-12,2,Risotto de Setas,Principal
T-15983,2025-02-23,Comida,P-22,2,Te Verde,Bebida
T-17186,2025-04-24,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-14551,2024-02-03,Cena,P-10,1,Solomillo Iberico,Principal
T-17242,2024-10-06,Comida,P-10,2,Solomillo Iberico,Principal
T-10225,2025-07-14,Comida,P-19,2,Entrecot Ternera,Principal
T-14463,2024-01-05,Cena,P-21,4,Cafe Solo,Bebida
T-17223,2025-11-16,Comida,P-21,2,Cafe Solo,Bebida
T-14181,2025-08-22,Cena,P-15,1,Cerveza Artesana,Bebida
T-15008,2025-01-30,Cena,P-23,1,Tiramisu de la Casa,Postre
T-17014,2025-06-13,Cena,P-14,1,Tortilla de Patatas,Entrante
T-11541,2024-10-21,Comida,P-25,3,Canelones de Carne,Principal
T-10788,2025-11-09,Comida,P-06,3,Vino Tinto Copa,Bebida
T-14123,2024-12-22,Comida,P-09,3,Gazpacho Andaluz,Entrante
T-17841,2025-07-05,Cena,P-06,2,Vino Tinto Copa,Bebida
T-14788,2025-01-31,Comida,P-12,3,Risotto de Setas,Principal
T-15756,2025-10-26,Cena,P-10,1,Solomillo Iberico,Principal
T-17825,2024-08-29,Comida,P-24,4,Nuggets de Pollo,Principal
T-17598,2024-08-11,Cena,P-01,4,Hamburguesa Smart,Principal
T-14185,2024-11-12,Cena,P-12,1,Risotto de Setas,Principal
T-13332,2025-09-07,Cena,P-13,2,Bacalao al Horno,Principal
T-17699,2025-12-24,Comida,P-17,3,Brownie con Helado,Postre
T-13138,2024-12-16,Cena,P-20,4,Paella de Marisco,Principal
T-13008,2025-09-25,Cena,P-09,3,Gazpacho Andaluz,Entrante
T-15284,2025-06-16,Cena,P-20,3,Paella de Marisco,Principal
T-10669,2025-03-17,Comida,P-01,3,Hamburguesa Smart,Principal
T-17676,2024-12-18,Cena,P-16,3,Agua Mineral,Bebida
T-11464,2024-12-14,Cena,P-10,4,Solomillo Iberico,Principal
T-13808,2024-04-19,Cena,P-16,3,Agua Mineral,Bebida
T-17723,2025-01-20,Cena,P-05,2,Refresco Cola,Bebida
T-17499,2025-06-27,Comida,P-22,3,Te Verde,Bebida
T-14879,2025-10-19,Comida,P-19,2,Entrecot Ternera,Principal
T-15340,2024-06-27,Cena,P-12,4,Risotto de Setas,Principal
T-13974,2024-06-24,Cena,P-05,1,Refresco Cola,Bebida
T-14016,2025-04-18,Cena,P-13,4,Bacalao al Horno,Principal
T-12863,2025-06-20,Comida,P-22,2,Te Verde,Bebida
T-15987,2025-09-04,Comida,P-02,3,Ensalada Cesar,Entrante
T-17432,2024-01-16,Cena,P-22,2,Te Verde,Bebida
T-16569,2024-05-18,Cena,P-02,1,Ensalada Cesar,Entrante
T-10284,2025-07-12,Comida,P-06,1,Vino Tinto Copa,Bebida
T-12522,2025-04-04,Cena,P-11,3,Salmon a la Plancha,Principal
T-11022,2024-02-29,Comida,P-07,2,Pizza Margarita,Principal
T-12875,2025-07-15,Cena,P-14,4,Tortilla de Patatas,Entrante
T-13495,2024-01-14,Comida,P-04,4,Tarta de Queso Casera,Postre
T-10782,2024-12-29,Comida,P-17,1,Brownie con Helado,Postre
T-13158,2024-11-27,Cena,P-11,4,Salmon a la Plancha,Principal
T-13724,2024-02-29,Comida,P-10,2,Solomillo Iberico,Principal
T-16302,2025-02-26,Comida,P-18,1,Ensaladilla Rusa,Entrante
T-17337,2024-10-25,Cena,P-25,2,Canelones de Carne,Principal
T-14949,2024-08-19,Comida,P-06,1,Vino Tinto Copa,Bebida
T-16563,2025-02-24,Cena,P-12,4,Risotto de Setas,Principal
T-17167,2024-09-10,Cena,P-06,1,Vino Tinto Copa,Bebida
T-17369,2025-11-28,Comida,P-21,1,Cafe Solo,Bebida
T-16624,2024-09-10,Cena,P-09,2,Gazpacho Andaluz,Entrante
T-15516,2025-01-27,Comida,P-20,2,Paella de Marisco,Principal
T-17614,2024-09-14,Cena,P-06,4,Vino Tinto Copa,Bebida
T-12426,2024-12-13,Comida,P-20,3,Paella de Marisco,Principal
T-10034,2024-07-28,Cena,P-13,4,Bacalao al Horno,Principal
T-15395,2024-03-24,Cena,P-08,2,Croquetas de Jamon,Entrante
T-17799,2025-05-29,Cena,P-22,4,Te Verde,Bebida
T-16320,2025-06-09,Comida,P-10,3,Solomillo Iberico,Principal
T-16501,2025-12-28,Comida,P-11,4,Salmon a la Plancha,Principal
T-14869,2024-06-08,Comida,P-07,1,Pizza Margarita,Principal
T-13825,2025-04-03,Comida,P-21,2,Cafe Solo,Bebida
T-11083,2025-12-28,Cena,P-12,3,Risotto de Setas,Principal
T-13863,2025-11-17,Cena,P-01,2,Hamburguesa Smart,Principal
T-12539,2024-08-26,Comida,P-06,1,Vino Tinto Copa,Bebida
T-17767,2024-02-15,Cena,P-07,1,Pizza Margarita,Principal
T-13282,2025-07-24,Cena,P-11,3,Salmon a la Plancha,Principal
T-11961,2025-11-06,Cena,P-05,2,Refresco Cola,Bebida
T-10051,2025-07-12,Cena,P-02,2,Ensalada Cesar,Entrante
T-15766,2025-11-27,Cena,P-03,3,Pasta Carbonara IA,Principal
T-17591,2024-04-15,Cena,P-20,2,Paella de Marisco,Principal
T-17896,2025-06-12,Cena,P-13,3,Bacalao al Horno,Principal
T-15387,2025-05-18,Cena,P-01,1,Hamburguesa Smart,Principal
T-15810,2024-06-24,Cena,P-15,2,Cerveza Artesana,Bebida
T-13329,2024-09-14,Cena,P-12,4,Risotto de Setas,Principal
T-17143,2025-06-28,Cena,P-10,3,Solomillo Iberico,Principal
